REGION,PROV_CODE,PROV_NAME,DIST_CODE,DIST_NAME,INC_DATE,INC_TYPE,Persons_killed,Persons_injured,Families_affected,Individuals_affected,Houses_damaged,Houses_destroyed
#adm1 +name +en,#adm2 +code,#adm2 +name +en,#adm3 +code,#adm3 +name +en,#cause +date,#cause +type,#affected +killed +num,#affected +injured +num,#affected +families +num,#affected +individuals +num,#damaged+houses+num,#destroyed+houses+num
Eastern,6,Nangarhar,615,Batikot,10-01-2024,Earthquake,1,0,2,13,0,1
Eastern,6,Nangarhar,604,Khogyani,10-01-2024,Earthquake,0,0,1,10,0,0
Eastern,13,Kunar,1311,Barkunar,11-01-2024,Earthquake,8,0,4,30,4,0
Eastern,13,Kunar,1309,Khaskunar,15-01-2024,Earthquake,0,0,2,18,0,0
Eastern,13,Kunar,1307,Dara-e-Pech,15-01-2024,Earthquake,0,0,8,77,0,0
Northern,18,Balkh,1802,Nahr-e-Shahi,03-02-2024,Heavy snowfall,0,0,3,21,3,0
North Eastern,16,Takhar,1616,Warsaj,10-02-2024,Earthquake,0,0,1,7,0,1
North Eastern,16,Takhar,1607,Farkhar,10-02-2024,Earthquake,0,0,4,28,2,2
Eastern,6,Nangarhar,601,Jalalabad,15-02-2024,Flood / flash flood,0,1,3,21,0,0
Eastern,6,Nangarhar,605,Chaparhar,15-02-2024,Flood / flash flood,0,0,1,6,0,0
Eastern,6,Nangarhar,615,Batikot,15-02-2024,Flood / flash flood,0,0,2,12,0,0
Eastern,6,Nangarhar,614,Kot,15-02-2024,Flood / flash flood,1,0,1,10,0,0
Eastern,6,Nangarhar,606,Rodat,15-02-2024,Flood / flash flood,0,0,1,2,0,0
Eastern,6,Nangarhar,617,Achin,15-02-2024,Flood / flash flood,0,0,3,25,0,0
Eastern,6,Nangarhar,605,Chaparhar,15-02-2024,Flood / flash flood,0,0,1,8,0,0
Eastern,6,Nangarhar,618,Shinwar,15-02-2024,Flood / flash flood,0,0,7,58,0,1
Eastern,6,Nangarhar,608,Kuzkunar,15-02-2024,Flood / flash flood,0,0,3,21,0,0
Eastern,6,Nangarhar,609,Dara-e-Nur,15-02-2024,Flood / flash flood,0,0,1,9,0,0
Eastern,6,Nangarhar,607,Kama,15-02-2024,Flood / flash flood,0,0,3,28,0,0
North Eastern,15,Badakhshan,1501,Fayzabad,17-02-2024,Heavy snowfall,0,0,18,126,18,2
North Eastern,15,Badakhshan,1512,Baharak,17-02-2024,Heavy snowfall,0,0,11,77,10,1
North Eastern,15,Badakhshan,1521,Jorm,17-02-2024,Heavy snowfall,0,0,3,21,2,1
North Eastern,17,Kunduz,1706,Khanabad,18-02-2024,Flood / flash flood,0,0,1,7,1,0
North Eastern,17,Kunduz,1701,Kunduz,18-02-2024,Flood / flash flood,0,0,2,14,0,2
Northern,18,Balkh,1802,Nahr-e-Shahi,18-02-2024,Earthquake,0,0,3,21,3,0
Northern,18,Balkh,1813,Chemtal,18-02-2024,Earthquake,0,0,5,35,5,0
Northern,18,Balkh,1813,Chemtal,18-02-2024,Earthquake,0,0,3,21,3,0
Eastern,14,Nuristan,1404,Nurgeram,19-02-2024,Landslide / mudflow,21,3,221,1557,0,48
Eastern,13,Kunar,1301,Asadabad,19-02-2024,Flood / flash flood,0,2,23,168,0,4
Eastern,13,Kunar,1313,Chapadara,19-02-2024,Flood / flash flood,0,0,10,73,0,0
Eastern,13,Kunar,1307,Dara-e-Pech,19-02-2024,Flood / flash flood,2,0,15,136,0,6
Eastern,13,Kunar,1305,Marawara,19-02-2024,Flood / flash flood,0,0,3,24,0,3
Eastern,13,Kunar,1315,Nari,19-02-2024,Flood / flash flood,0,2,36,280,0,2
Northern,18,Balkh,1802,Nahr-e-Shahi,23-02-2024,Flood / flash flood,0,0,2,14,2,0
Southern,33,Kandahar,3301,Kandahar,27-02-2024,Flood / flash flood,2,4,348,2436,298,50
Southern,32,Hilmand,3202,Nahr-e-Saraj,29-02-2024,Flood / flash flood,0,0,12,80,10,2
Southern,32,Hilmand,3204,Nawa-e-Barakzaiy,29-02-2024,Flood / flash flood,4,0,6,42,5,1
Southern,32,Hilmand,3203,Nad-e-Ali,29-02-2024,Flood / flash flood,0,4,17,121,17,0
Southern,32,Hilmand,3210,Kajaki,29-02-2024,Flood / flash flood,1,1,1,4,1,0
Southern,32,Hilmand,3205,Sangin,29-02-2024,Flood / flash flood,0,0,1,7,1,0
Southern,32,Hilmand,3201,Lashkargah,29-02-2024,Flood / flash flood,0,5,22,153,15,7
Northern,18,Balkh,1815,Keshendeh,01-03-2024,Heavy snowfall,0,0,139,973,127,11
Northern,18,Balkh,1801,Mazar-e-Sharif,01-03-2024,Heavy snowfall,0,0,9,63,9,0
Southern,33,Kandahar,3301,Kandahar,01-03-2024,Flood / flash flood,0,0,14,102,14,0
Northern,18,Balkh,1814,Sholgareh,01-03-2024,Heavy snowfall,0,0,10,70,10,0
Northern,18,Balkh,1805,Balkh,01-03-2024,Heavy snowfall,0,0,1,7,1,0
South Eastern,12,Paktya,1206,Zadran,01-03-2024,Heavy snowfall,0,0,4,28,4,0
South Eastern,12,Paktya,1202,Sayedkaram,01-03-2024,Heavy snowfall,0,0,2,14,2,0
South Eastern,12,Paktya,1207,Lija Ahmad Khel,01-03-2024,Heavy snowfall,0,0,4,28,4,0
South Eastern,12,Paktya,1201,Gardez,01-03-2024,Heavy snowfall,0,0,9,63,9,0
South Eastern,12,Paktya,1209,Janikhel,01-03-2024,Heavy snowfall,0,0,5,35,5,0
Eastern,13,Kunar,1304,Sarkani,02-03-2024,Flood / flash flood,0,0,18,174,0,0
Eastern,13,Kunar,1305,Marawara,02-03-2024,Flood / flash flood,0,0,4,22,0,2
Eastern,13,Kunar,1311,Barkunar,02-03-2024,Flood / flash flood,0,0,19,127,0,4
Eastern,13,Kunar,1312,Ghaziabad,02-03-2024,Flood / flash flood,0,0,13,115,0,2
Eastern,13,Kunar,1302,Watapur,02-03-2024,Flood / flash flood,0,0,29,223,0,6
Southern,24,Zabul,2401,Qalat,02-03-2024,Flood / flash flood,0,0,8,56,8,0
Eastern,13,Kunar,1311,Barkunar,03-03-2024,Flood / flash flood,0,0,17,142,16,2
Eastern,13,Kunar,1308,Chawkay,03-03-2024,Flood / flash flood,0,0,12,61,12,0
Eastern,13,Kunar,1302,Watapur,03-03-2024,Flood / flash flood,0,0,36,230,30,6
Eastern,13,Kunar,1314,Nurgal,03-03-2024,Flood / flash flood,1,5,13,85,10,3
Eastern,13,Kunar,1303,Narang,03-03-2024,Flood / flash flood,0,0,15,111,13,2
Eastern,13,Kunar,1301,Asadabad,03-03-2024,Flood / flash flood,0,0,33,204,32,1
Eastern,13,Kunar,1305,Marawara,03-03-2024,Flood / flash flood,0,0,22,155,22,0
Eastern,13,Kunar,1306,Shigal Wa Sheltan,03-03-2024,Flood / flash flood,0,0,50,362,45,0
Eastern,13,Kunar,1315,Nari,03-03-2024,Flood / flash flood,0,0,30,151,29,1
Eastern,13,Kunar,1302,Watapur,03-03-2024,Flood / flash flood,0,0,28,196,29,0
Eastern,13,Kunar,1308,Chawkay,03-03-2024,Flood / flash flood,0,0,18,126,18,0
North Eastern,17,Kunduz,1701,Kunduz,03-03-2024,Flood / flash flood,0,0,5,35,5,0
North Eastern,17,Kunduz,1706,Khanabad,03-03-2024,Flood / flash flood,0,0,2,14,2,0
Eastern,13,Kunar,1304,Sarkani,03-03-2024,Flood / flash flood,0,0,10,56,10,0
Eastern,13,Kunar,1313,Chapadara,03-03-2024,Flood / flash flood,3,0,42,299,39,3
Eastern,6,Nangarhar,610,Hesarak,03-03-2024,Flood / flash flood,0,0,2,18,2,0
Eastern,6,Nangarhar,616,Goshta,03-03-2024,Flood / flash flood,0,0,6,35,3,0
Eastern,6,Nangarhar,601,Jalalabad,03-03-2024,Flood / flash flood,0,0,20,93,6,0
Eastern,6,Nangarhar,609,Dara-e-Nur,03-03-2024,Flood / flash flood,0,0,5,43,3,2
Eastern,6,Nangarhar,604,Khogyani,03-03-2024,Flood / flash flood,0,0,2,15,2,0
Eastern,6,Nangarhar,602,Behsud,03-03-2024,Flood / flash flood,0,0,3,26,3,0
Eastern,6,Nangarhar,608,Kuzkunar,03-03-2024,Flood / flash flood,0,0,1,8,1,0
Eastern,6,Nangarhar,603,Surkhrod,03-03-2024,Flood / flash flood,0,0,4,28,2,0
Eastern,6,Nangarhar,617,Achin,03-03-2024,Flood / flash flood,0,0,11,82,9,2
Eastern,6,Nangarhar,611,Sherzad,03-03-2024,Flood / flash flood,0,0,12,81,10,2
Eastern,6,Nangarhar,612,Pachieragam,03-03-2024,Flood / flash flood,0,0,7,60,7,0
Eastern,6,Nangarhar,606,Rodat,03-03-2024,Flood / flash flood,0,0,2,17,2,0
Eastern,6,Nangarhar,607,Kama,03-03-2024,Flood / flash flood,0,0,3,29,3,0
North Eastern,17,Kunduz,1706,Khanabad,04-03-2024,Flood / flash flood,0,0,7,49,5,0
Northern,28,Faryab,2801,Maymana,04-03-2024,Heavy snowfall,0,0,5,35,5,0
Northern,28,Faryab,2806,Qaysar,04-03-2024,Heavy snowfall,0,0,3,21,3,0
Northern,28,Faryab,2805,Almar,04-03-2024,Heavy snowfall,0,0,1,7,1,0
Northern,28,Faryab,2810,Dawlatabad,04-03-2024,Heavy snowfall,0,0,3,21,3,0
Northern,28,Faryab,2803,Pashtunkot,04-03-2024,Heavy snowfall,0,0,13,91,13,0
Southern,23,Uruzgan,2301,Tirinkot,04-03-2024,Flood / flash flood,0,0,20,150,20,0
South Eastern,11,Ghazni,1101,Ghazni,07-03-2024,Heavy snowfall,0,0,98,686,98,0
Capital,3,Parwan,302,Jabalussaraj,10-03-2024,Flood / flash flood,0,0,19,133,18,1
Capital,3,Parwan,301,Charikar,10-03-2024,Flood / flash flood,0,0,5,35,5,0
Capital,3,Parwan,306,Salang,10-03-2024,Flood / flash flood,0,0,4,28,4,0
Capital,3,Parwan,303,Shinwari,10-03-2024,Flood / flash flood,0,0,14,98,14,0
Capital,3,Parwan,307,Ghorband,10-03-2024,Flood / flash flood,0,0,3,21,2,1
Capital,3,Parwan,305,Saydkhel,10-03-2024,Flood / flash flood,0,0,8,56,8,0
Capital,2,Kapisa,201,Mahmud-e-Raqi,10-03-2024,Flood / flash flood,0,0,8,56,8,0
Capital,2,Kapisa,207,Hisa-e- Awal-e- Kohestan,10-03-2024,Flood / flash flood,0,0,21,147,15,0
Capital,2,Kapisa,204,Hisa-e-Duwum-e-Kohestan,10-03-2024,Flood / flash flood,0,0,6,42,6,0
Capital,2,Kapisa,202,Nejrab,10-03-2024,Flood / flash flood,0,0,3,21,3,0
Capital,8,Panjsher,806,Onaba(Anawa),10-03-2024,Heavy snowfall,0,0,2,14,2,0
Capital,8,Panjsher,805,Khenj (Hese- Awal),10-03-2024,Heavy snowfall,0,0,3,21,3,0
Capital,8,Panjsher,802,Shutul,10-03-2024,Heavy snowfall,0,0,7,49,5,0
Capital,8,Panjsher,801,Bazarak,10-03-2024,Heavy snowfall,0,0,8,56,4,0
Capital,3,Parwan,308,Koh-e-Safi,10-03-2024,Flood / flash flood,0,0,14,98,13,1
Northern,18,Balkh,1801,Mazar-e-Sharif,11-03-2024,Flood / flash flood,0,0,3,21,3,0
Northern,18,Balkh,1812,Charbulak,11-03-2024,Flood / flash flood,0,0,2,14,2,0
Northern,18,Balkh,1805,Balkh,11-03-2024,Flood / flash flood,0,0,1,7,1,0
Western,30,Hirat,3002,Injil,12-03-2024,Flood / flash flood,0,0,2,14,2,0
Western,30,Hirat,3005,Guzara,12-03-2024,Flood / flash flood,0,0,26,182,26,0
Western,30,Hirat,3004,Zindajan,12-03-2024,Flood / flash flood,0,0,2,14,2,0
Western,29,Badghis,2902,Muqur,12-03-2024,Flood / flash flood,0,0,3,21,3,0
Western,29,Badghis,2901,Qala-e-Naw,12-03-2024,Flood / flash flood,0,0,2,14,2,0
Western,29,Badghis,2903,Abkamari,12-03-2024,Flood / flash flood,0,0,1,14,1,0
Western,29,Badghis,2904,Qadis,12-03-2024,Flood / flash flood,6,2,1,7,0,1
Western,30,Hirat,3001,Hirat,12-03-2024,Flood / flash flood,6,0,21,147,21,0
Western,29,Badghis,2906,Balamurghab,12-03-2024,Flood / flash flood,0,0,34,238,15,0
Western,30,Hirat,3006,Pashtunzarghun,12-03-2024,Flood / flash flood,0,0,1,7,1,0
North Eastern,17,Kunduz,1701,Kunduz,14-03-2024,Flood / flash flood,0,0,3,21,2,1
Southern,24,Zabul,2406,Shahjoy,15-03-2024,Flood / flash flood,0,0,11,89,10,1
Northern,28,Faryab,2806,Qaysar,20-03-2024,Flood / flash flood,0,0,33,231,20,13
Northern,28,Faryab,2805,Almar,20-03-2024,Flood / flash flood,0,0,24,168,10,14
Northern,28,Faryab,2803,Pashtunkot,20-03-2024,Flood / flash flood,0,0,3,21,3,0
Northern,28,Faryab,2809,Bilcheragh,20-03-2024,Flood / flash flood,0,0,3,21,3,0
Northern,28,Faryab,2801,Maymana,20-03-2024,Flood / flash flood,0,0,9,63,9,0
Western,29,Badghis,2905,Jawand,20-03-2024,Flood / flash flood,0,0,32,224,32,0
Western,30,Hirat,3006,Pashtunzarghun,20-03-2024,Flood / flash flood,0,0,6,42,0,6
Western,30,Hirat,3003,Kushk,20-03-2024,Flood / flash flood,0,0,6,42,6,0
Western,29,Badghis,2906,Balamurghab,20-03-2024,Flood / flash flood,0,0,11,77,11,0
Western,29,Badghis,2901,Qala-e-Naw,20-03-2024,Flood / flash flood,0,0,6,42,6,0
Western,29,Badghis,2904,Qadis,20-03-2024,Flood / flash flood,0,0,15,105,15,0
Western,29,Badghis,2901,Qala-e-Naw,20-03-2024,Flood / flash flood,0,0,2,14,2,0
Western,29,Badghis,2901,Qala-e-Naw,20-03-2024,Flood / flash flood,0,0,7,49,7,0
Western,29,Badghis,2901,Qala-e-Naw,20-03-2024,Flood / flash flood,0,0,7,49,7,0
Northern,20,Sar-e-Pul,2001,Sar-e-Pul,21-03-2024,Flood / flash flood,0,0,9,63,0,0
North Eastern,16,Takhar,1607,Farkhar,22-03-2024,Flood / flash flood,0,0,1,7,0,1
North Eastern,16,Takhar,1601,Taloqan,22-03-2024,Flood / flash flood,0,0,3,21,3,0
Northern,18,Balkh,1813,Chemtal,26-03-2024,Flood / flash flood,0,0,2,14,2,0
Northern,18,Balkh,1801,Mazar-e-Sharif,26-03-2024,Flood / flash flood,0,0,4,28,4,0
Southern,23,Uruzgan,2303,Shahid-e-Hassas,27-03-2024,Flood / flash flood,0,0,2,20,2,0
Southern,23,Uruzgan,2301,Tirinkot,27-03-2024,Flood / flash flood,0,0,43,379,38,5
Capital,1,Kabul,103,Shakardara,27-03-2024,Flood / flash flood,0,0,11,77,8,3
Capital,1,Kabul,104,Paghman,27-03-2024,Flood / flash flood,0,0,5,35,5,0
Northern,18,Balkh,1801,Mazar-e-Sharif,27-03-2024,Flood / flash flood,0,0,9,63,9,0
Capital,1,Kabul,102,Dehsabz,27-03-2024,Flood / flash flood,0,0,2,14,2,0
Northern,28,Faryab,2808,Garziwan,27-03-2024,Flood / flash flood,0,0,2,14,2,0
Northern,28,Faryab,2809,Bilcheragh,27-03-2024,Flood / flash flood,3,1,23,161,17,6
Northern,28,Faryab,2803,Pashtunkot,27-03-2024,Flood / flash flood,0,0,5,35,5,0
Capital,1,Kabul,101,Kabul,27-03-2024,Flood / flash flood,0,0,25,175,25,0
Northern,28,Faryab,2810,Dawlatabad,27-03-2024,Flood / flash flood,1,3,66,462,22,44
Western,29,Badghis,2901,Qala-e-Naw,28-03-2024,Flood / flash flood,0,0,6,42,6,0
North Eastern,9,Baghlan,911,Pul-e- Hesar,28-03-2024,Flood / flash flood,0,0,3,21,2,1
Eastern,6,Nangarhar,620,Lalpur,29-03-2024,Flood / flash flood,0,2,45,363,29,8
Eastern,6,Nangarhar,604,Khogyani,29-03-2024,Flood / flash flood,0,0,2,14,0,0
Eastern,6,Nangarhar,601,Jalalabad,29-03-2024,Flood / flash flood,0,0,13,63,2,0
Eastern,6,Nangarhar,613,Dehbala,29-03-2024,Flood / flash flood,0,0,6,49,5,1
Eastern,6,Nangarhar,617,Achin,29-03-2024,Flood / flash flood,0,0,1,7,1,0
Eastern,6,Nangarhar,618,Shinwar,29-03-2024,Flood / flash flood,0,0,12,102,12,0
Central Highland,10,Bamyan,1001,Bamyan,29-03-2024,Heavy snowfall,3,1,39,273,49,0
Central Highland,10,Bamyan,1006,Kahmard,29-03-2024,Heavy snowfall,0,0,16,112,16,0
Central Highland,10,Bamyan,1002,Sayghan,29-03-2024,Heavy snowfall,0,0,4,28,4,0
Central Highland,10,Bamyan,1005,Shibar,29-03-2024,Heavy snowfall,0,0,1,7,1,0
Central Highland,10,Bamyan,1007,Waras,29-03-2024,Heavy snowfall,0,0,3,21,3,0
Central Highland,10,Bamyan,1004,Panjab,29-03-2024,Heavy snowfall,0,0,12,84,12,0
Central Highland,10,Bamyan,1003,Yakawlang,29-03-2024,Heavy snowfall,0,0,12,84,12,0
Central Highland,10,Bamyan,1003,Yakawlang,29-03-2024,Heavy snowfall,0,0,13,91,13,0
Eastern,13,Kunar,1305,Marawara,30-03-2024,Flood / flash flood,1,1,5,29,0,3
Eastern,13,Kunar,1304,Sarkani,30-03-2024,Flood / flash flood,0,0,8,79,0,0
North Eastern,15,Badakhshan,1501,Fayzabad,30-03-2024,Flood / flash flood,0,0,1,7,0,1
North Eastern,16,Takhar,1616,Warsaj,02-04-2024,Flood / flash flood,0,2,3,21,1,2
North Eastern,9,Baghlan,901,Pul-e-Khumri,07-04-2024,Flood / flash flood,2,2,1,7,0,1
Central Highland,22,Daykundi,2205,Gizab,10-04-2024,Heavy snowfall,0,0,28,196,28,0
Central Highland,22,Daykundi,2204,kiti,10-04-2024,Heavy snowfall,0,0,12,84,12,0
Central Highland,22,Daykundi,2201,Nili,10-04-2024,Heavy snowfall,0,0,3,21,3,0
Central Highland,22,Daykundi,2207,Sang-e-Takht,10-04-2024,Heavy snowfall,0,0,24,168,24,0
Central Highland,22,Daykundi,2203,Khadir,10-04-2024,Heavy snowfall,0,0,23,161,21,2
Central Highland,22,Daykundi,2208,Kajran,10-04-2024,Heavy snowfall,0,0,3,21,3,0
Central Highland,22,Daykundi,2209,Miramor,10-04-2024,Heavy snowfall,0,0,19,133,19,0
Central Highland,22,Daykundi,2206,Shahrestan,10-04-2024,Heavy snowfall,0,0,36,252,36,0
Central Highland,22,Daykundi,2202,Ashtarlay,10-04-2024,Heavy snowfall,0,0,51,357,51,0
Southern,32,Hilmand,3201,Lashkargah,12-04-2024,Flood / flash flood,0,3,77,622,59,18
Capital,1,Kabul,101,Kabul,13-04-2024,Flood / flash flood,0,0,9,28,9,0
Capital,1,Kabul,101,Kabul,13-04-2024,Flood / flash flood,3,1,16,70,13,3
Western,31,Farah,3101,Farah,13-04-2024,Flood / flash flood,0,0,43,378,43,0
Capital,5,Logar,504,Barakibarak,13-04-2024,Flood / flash flood,2,0,8,54,3,5
Western,31,Farah,3103,Balabuluk,13-04-2024,Flood / flash flood,0,0,2,14,0,0
Capital,8,Panjsher,805,Khenj (Hese- Awal),13-04-2024,Flood / flash flood,0,0,5,35,2,3
Capital,4,Wardak,401,Maydanshahr,13-04-2024,Flood / flash flood,0,0,5,53,4,1
Western,31,Farah,3108,Lash-e-Juwayn,13-04-2024,Flood / flash flood,0,0,117,1077,117,0
Western,31,Farah,3111,Anardara,13-04-2024,Flood / flash flood,1,0,1,5,0,0
Western,31,Farah,3109,Gulestan,13-04-2024,Flood / flash flood,0,0,12,74,0,0
Capital,1,Kabul,101,Kabul,13-04-2024,Flood / flash flood,0,0,5,35,6,0
Capital,1,Kabul,101,Kabul,13-04-2024,Flood / flash flood,0,0,7,14,7,1
Capital,1,Kabul,101,Kabul,13-04-2024,Flood / flash flood,0,0,6,21,5,1
Capital,1,Kabul,101,Kabul,13-04-2024,Flood / flash flood,0,0,5,42,4,0
Capital,3,Parwan,304,Bagram,13-04-2024,Flood / flash flood,0,0,20,140,5,15
Capital,3,Parwan,302,Jabalussaraj,13-04-2024,Flood / flash flood,0,0,3,21,3,0
Capital,3,Parwan,308,Koh-e-Safi,13-04-2024,Flood / flash flood,0,0,3,21,3,0
Capital,3,Parwan,305,Saydkhel,13-04-2024,Flood / flash flood,0,0,5,35,5,0
Capital,8,Panjsher,802,Shutul,13-04-2024,Flood / flash flood,0,0,14,98,14,0
Capital,8,Panjsher,804,Dara,13-04-2024,Flood / flash flood,0,0,12,84,12,0
Capital,4,Wardak,405,Daymirdad,13-04-2024,Flood / flash flood,0,0,5,35,5,0
Capital,4,Wardak,403,Nerkh,13-04-2024,Flood / flash flood,0,0,2,14,0,0
Capital,4,Wardak,409,Jaghatu,13-04-2024,Flood / flash flood,0,0,10,70,9,0
Capital,4,Wardak,402,Jalrez,13-04-2024,Flood / flash flood,0,0,5,35,4,1
Western,31,Farah,3110,Purchaman,13-04-2024,Flood / flash flood,1,0,691,6468,17,20
Capital,5,Logar,505,Charkh,13-04-2024,Flood / flash flood,0,0,4,28,4,0
Capital,2,Kapisa,205,Tagab,13-04-2024,Flood / flash flood,0,0,4,28,4,0
Capital,5,Logar,501,Pul-e-Alam,13-04-2024,Flood / flash flood,5,2,4,28,2,2
Western,30,Hirat,3006,Pashtunzarghun,13-04-2024,Flood / flash flood,0,0,5,35,0,0
Southern,23,Uruzgan,2305,Khasuruzgan,13-04-2024,Flood / flash flood,0,0,14,114,14,0
Southern,23,Uruzgan,2304,Dehrawud,13-04-2024,Flood / flash flood,0,0,43,315,41,2
South Eastern,25,Paktika,2502,Matakhan,13-04-2024,Flood / flash flood,0,0,20,140,20,0
South Eastern,25,Paktika,2510,Urgun,13-04-2024,Flood / flash flood,0,0,2,14,2,0
Southern,23,Uruzgan,2301,Tirinkot,13-04-2024,Flood / flash flood,0,0,4,49,3,1
Western,30,Hirat,3002,Injil,13-04-2024,Flood / flash flood,0,0,6,31,1,0
Western,30,Hirat,3012,Obe,13-04-2024,Flood / flash flood,0,0,43,297,5,1
Western,30,Hirat,3001,Hirat,13-04-2024,Flood / flash flood,0,0,8,48,0,0
Western,30,Hirat,3005,Guzara,13-04-2024,Flood / flash flood,1,0,6,41,0,0
Western,30,Hirat,3016,Chisht-e-Sharif,13-04-2024,Flood / flash flood,0,0,4,28,0,0
Western,30,Hirat,3010,Adraskan,13-04-2024,Flood / flash flood,0,0,32,153,0,0
Capital,8,Panjsher,806,Onaba(Anawa),13-04-2024,Flood / flash flood,0,0,6,42,2,4
Capital,2,Kapisa,201,Mahmud-e-Raqi,13-04-2024,Flood / flash flood,0,0,15,105,13,0
Capital,2,Kapisa,204,Hisa-e-Duwum-e-Kohestan,13-04-2024,Flood / flash flood,0,0,12,84,8,0
Capital,2,Kapisa,203,Kohband,13-04-2024,Flood / flash flood,0,0,15,105,15,0
Capital,2,Kapisa,202,Nejrab,13-04-2024,Flood / flash flood,0,1,6,42,6,0
Capital,2,Kapisa,207,Hisa-e- Awal-e- Kohestan,13-04-2024,Flood / flash flood,0,0,10,70,10,0
Capital,3,Parwan,303,Shinwari,13-04-2024,Flood / flash flood,0,0,13,91,13,0
Capital,4,Wardak,407,Saydabad,13-04-2024,Flood / flash flood,0,0,6,42,6,0
South Eastern,26,Khost,2602,Sabari,13-04-2024,Flood / flash flood,0,0,25,175,25,0
Capital,3,Parwan,301,Charikar,13-04-2024,Flood / flash flood,0,1,21,147,20,1
Capital,3,Parwan,306,Salang,13-04-2024,Flood / flash flood,0,0,19,133,14,5
Southern,23,Uruzgan,2304,Dehrawud,13-04-2024,Flood / flash flood,9,5,365,3051,251,114
Southern,23,Uruzgan,2302,Chora / Chinarto,13-04-2024,Flood / flash flood,0,0,17,125,14,2
Southern,23,Uruzgan,2303,Shahid-e-Hassas,13-04-2024,Flood / flash flood,0,0,27,188,23,4
Southern,23,Uruzgan,2301,Tirinkot,13-04-2024,Flood / flash flood,0,0,29,209,25,4
South Eastern,12,Paktya,1211,Dand Wa Patan,14-04-2024,Flood / flash flood,0,0,2,14,2,1
Eastern,13,Kunar,1306,Shigal Wa Sheltan,14-04-2024,Flood / flash flood,0,0,3,24,1,2
Southern,32,Hilmand,3202,Nahr-e-Saraj,14-04-2024,Flood / flash flood,0,0,12,97,12,0
Southern,32,Hilmand,3203,Nad-e-Ali,14-04-2024,Flood / flash flood,0,1,10,60,7,3
South Eastern,12,Paktya,1207,Lija Ahmad Khel,14-04-2024,Flood / flash flood,0,0,2,14,1,1
South Eastern,12,Paktya,1210,Chamkani,14-04-2024,Flood / flash flood,0,0,2,14,1,1
Southern,32,Hilmand,3205,Sangin,14-04-2024,Flood / flash flood,0,8,37,258,27,10
Southern,32,Hilmand,3206,Musaqalah,14-04-2024,Flood / flash flood,0,0,34,294,30,4
Eastern,13,Kunar,1308,Chawkay,14-04-2024,Flood / flash flood,0,1,23,167,11,4
South Eastern,12,Paktya,1207,Lija Ahmad Khel,14-04-2024,Flood / flash flood,0,0,3,21,2,1
South Eastern,12,Paktya,1202,Sayedkaram,14-04-2024,Flood / flash flood,0,0,3,21,3,0
South Eastern,12,Paktya,1201,Gardez,14-04-2024,Flood / flash flood,0,0,6,42,5,1
South Eastern,12,Paktya,1206,Zadran,14-04-2024,Flood / flash flood,5,0,6,42,5,1
South Eastern,12,Paktya,1207,Lija Ahmad Khel,14-04-2024,Flood / flash flood,0,0,4,28,3,1
South Eastern,12,Paktya,1202,Sayedkaram,14-04-2024,Flood / flash flood,0,0,2,14,1,0
Southern,32,Hilmand,3210,Kajaki,14-04-2024,Flood / flash flood,7,0,97,709,58,39
South Eastern,12,Paktya,1203,Ahmadaba,14-04-2024,Flood / flash flood,0,0,8,54,6,2
Eastern,13,Kunar,1302,Watapur,14-04-2024,Flood / flash flood,0,0,19,169,12,7
Eastern,13,Kunar,1313,Chapadara,14-04-2024,Flood / flash flood,0,0,31,263,21,10
Eastern,13,Kunar,1314,Nurgal,14-04-2024,Flood / flash flood,0,0,25,158,13,2
Eastern,13,Kunar,1305,Marawara,14-04-2024,Flood / flash flood,0,0,19,143,13,6
Eastern,13,Kunar,1306,Shigal Wa Sheltan,14-04-2024,Flood / flash flood,0,0,20,145,3,16
Eastern,13,Kunar,1305,Marawara,14-04-2024,Flood / flash flood,0,0,48,364,29,15
North Eastern,15,Badakhshan,1514,Shighnan,15-04-2024,Flood / flash flood,0,6,1,6,0,1
Southern,34,Nimroz,3404,Chakhansur,15-04-2024,Flood / flash flood,0,0,16,124,0,16
North Eastern,15,Badakhshan,1501,Fayzabad,15-04-2024,Flood / flash flood,0,0,9,63,4,5
Northern,28,Faryab,2801,Maymana,15-04-2024,Flood / flash flood,0,0,1,7,1,0
Southern,33,Kandahar,3301,Kandahar,15-04-2024,Flood / flash flood,2,0,57,395,41,16
Southern,33,Kandahar,3302,Arghandab,15-04-2024,Flood / flash flood,0,0,7,49,7,0
Southern,33,Kandahar,3311,Spinboldak,15-04-2024,Flood / flash flood,2,0,30,211,24,6
North Eastern,15,Badakhshan,1501,Fayzabad,15-04-2024,Flood / flash flood,0,0,4,28,4,0
Northern,28,Faryab,2803,Pashtunkot,15-04-2024,Flood / flash flood,0,0,1,7,1,0
Northern,28,Faryab,2808,Garziwan,15-04-2024,Flood / flash flood,0,0,1,7,1,0
Southern,32,Hilmand,3202,Nahr-e-Saraj,15-04-2024,Flood / flash flood,1,0,110,748,93,17
Southern,34,Nimroz,3405,Khashrod,16-04-2024,Flood / flash flood,0,0,23,150,17,6
North Eastern,17,Kunduz,1706,Khanabad,16-04-2024,Flood / flash flood,0,0,1,7,0,1
Southern,34,Nimroz,3403,Charburjak,16-04-2024,Flood / flash flood,0,0,17,99,8,9
